game_id,side_id,player_id
20191121-2015-hotshots-lostangels,1,lostangels-aldis
20191121-2015-hotshots-lostangels,1,lostangels-carlos
20191121-2015-hotshots-lostangels,1,lostangels-carlotta
20191121-2015-hotshots-lostangels,1,lostangels-daria
20191121-2015-hotshots-lostangels,1,lostangels-jazeps
20191121-2015-hotshots-lostangels,1,lostangels-rolands
20191121-2015-hotshots-lostangels,1,lostangels-sophie
20191121-2100-burritos-camdenhells,0,burritos-alex
20191121-2100-burritos-camdenhells,0,burritos-armelle
20191121-2100-burritos-camdenhells,0,burritos-suzi
20191121-2100-burritos-camdenhells,0,burritos-sylwia
20191121-2100-burritos-camdenhells,0,burritos-tom
20191121-2100-burritos-camdenhells,0,burritos-wouter
20191121-2100-burritos-camdenhells,0,dropbears-mary
20191121-2100-burritos-camdenhells,0,hotshots-bernard
20191121-2100-burritos-camdenhells,1,camdenhells-davidgalindo
20191121-2100-burritos-camdenhells,1,camdenhells-sean
20191121-2100-burritos-camdenhells,1,lostangels-sophie
20191121-2100-burritos-camdenhells,1,rockets-anna
20191121-2100-burritos-camdenhells,1,rockets-malachi
20191121-2100-burritos-camdenhells,1,kissmygrass-steph
20191121-2100-burritos-camdenhells,1,lostangels-rob
20191121-2100-burritos-camdenhells,1,lions-alfie
20191128-1845-camdenhells-greenmachine,0,camdenhells-davidgalindo
20191128-1845-camdenhells-greenmachine,0,camdenhells-sean
20191128-1845-camdenhells-greenmachine,0,lostangels-sophie
20191128-1845-camdenhells-greenmachine,0,rockets-anna
20191128-1845-camdenhells-greenmachine,0,rockets-malachi
20191128-1845-camdenhells-greenmachine,0,camdenhells-jess
20191128-1845-camdenhells-greenmachine,0,lions-alfie
20191128-1845-camdenhells-greenmachine,0,lostangels-daria
20191128-1845-camdenhells-greenmachine,1,greenmachine-alex
20191128-1845-camdenhells-greenmachine,1,greenmachine-alison
20191128-1845-camdenhells-greenmachine,1,greenmachine-kelli
20191128-1845-camdenhells-greenmachine,1,greenmachine-marina
20191128-1845-camdenhells-greenmachine,1,greenmachine-sergio
20191128-1845-camdenhells-greenmachine,1,greenmachine-basel
